Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for , ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued ,Not issued rate for ATVs,Uniform visas applied for,"Total  uniform visas issued (including MEV) 
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas 
Poland,RUSSIAN FEDERATION,IRKUTSK,,,,,,"2,634","2,621",652,24.9%,,13,0.5%,"2,634","2,621",13,0.5%
Poland,RUSSIAN FEDERATION,KALININGRAD,,,,,,"80,459","79,893","70,942",88.8%,1,565,0.7%,"80,459","79,894",565,0.7%
Poland,RUSSIAN FEDERATION,MOSCOW,,,,,,"39,936","38,908","21,872",56.2%,14,"1,014",2.5%,"39,936","38,922","1,014",2.5%
Poland,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"1,929","1,855",524,28.2%,,74,3.8%,"1,929","1,855",74,3.8%
Poland,SAUDI ARABIA,RIYADH,,,,,,"1,718","1,529","1,277",83.5%,26,163,9.5%,"1,718","1,555",163,9.5%
Poland,SENEGAL,DAKAR,,,,,,443,208,70,33.7%,,235,53.0%,443,208,235,53.0%
Poland,SERBIA,BELGRADE,,,,,,116,98,68,69.4%,2,16,13.8%,116,100,16,13.8%
Poland,SINGAPORE,SINGAPORE,,,,,,423,403,214,53.1%,,20,4.7%,423,403,20,4.7%
Poland,SOUTH AFRICA,PRETORIA,,,,,,"2,184","2,111","1,559",73.9%,,73,3.3%,"2,184","2,111",73,3.3%
Poland,SOUTH KOREA,SEOUL,,,,,,116,97,6,6.2%,,19,16.4%,116,97,19,16.4%
Poland,SWEDEN,STOCKHOLM,,,,,,8,8,8,100.0%,,,,8,8,,
Poland,SWITZERLAND,BERN,1,1,,,,5,4,4,100.0%,1,,,6,6,,
Poland,SYRIA,DAMASCUS,,,,,,293,141,36,25.5%,,152,51.9%,293,141,152,51.9%
Poland,TAIWAN,TAIPEI,,,,,,28,28,7,25.0%,,,,28,28,,
Poland,TANZANIA,DAR ES SALAAM,,,,,,348,259,10,3.9%,6,83,23.9%,348,265,83,23.9%
Poland,THAILAND,BANGKOK,,,,,,"2,051","1,991",89,4.5%,,60,2.9%,"2,051","1,991",60,2.9%
Poland,TUNISIA,TUNIS,,,,,,652,497,146,29.4%,,155,23.8%,652,497,155,23.8%
Poland,TURKEY,ANKARA,,,,,,"2,901","2,632","2,622",99.6%,3,266,9.2%,"2,901","2,635",266,9.2%
Poland,TURKEY,ISTANBUL,,,,,,"6,061","5,585","4,454",79.7%,3,473,7.8%,"6,061","5,588",473,7.8%
Poland,UKRAINE,KHARKIV,,,,,,"1,361","1,183",783,66.2%,,178,13.1%,"1,361","1,183",178,13.1%
Poland,UKRAINE,KYIV,,,,,,"2,468","2,350","1,674",71.2%,2,116,4.7%,"2,468","2,352",116,4.7%
Poland,UKRAINE,LUTSK,,,,,,"7,283","7,020","5,959",84.9%,1,262,3.6%,"7,283","7,021",262,3.6%
Poland,UKRAINE,LVIV,,,,,,"10,909","10,215","8,911",87.2%,,694,6.4%,"10,909","10,215",694,6.4%
Poland,UKRAINE,ODESA,,,,,,783,684,347,50.7%,,99,12.6%,783,684,99,12.6%
Poland,UKRAINE,VINNYTSYA,,,,,,"1,828","1,711","1,335",78.0%,,117,6.4%,"1,828","1,711",117,6.4%
Poland,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"1,762","1,366",478,35.0%,17,379,21.5%,"1,762","1,383",379,21.5%
Poland,UNITED KINGDOM,LONDON,,,,,,"2,352","2,286","1,802",78.8%,19,26,1.1%,"2,352","2,305",26,1.1%
Poland,USA,"CHICAGO, IL",,,,,,326,325,147,45.2%,,1,0.3%,326,325,1,0.3%
Poland,USA,"HOUSTON, TX",,,,,,33,33,14,42.4%,,,,33,33,,
Poland,USA,"LOS ANGELES, CA",,,,,,800,799,245,30.7%,,1,0.1%,800,799,1,0.1%
Poland,USA,"NEW YORK, NY",,,,,,700,662,183,27.6%,9,29,4.1%,700,671,29,4.1%
Poland,USA,"WASHINGTON, DC",,,,,,224,223,196,87.9%,,1,0.4%,224,223,1,0.4%
Poland,UZBEKISTAN,TASHKENT,,,,,,"2,445","2,030",608,30.0%,39,376,15.4%,"2,445","2,069",376,15.4%
Poland,VENEZUELA,CARACAS,,,,,,57,55,49,89.1%,,2,3.5%,57,55,2,3.5%
Poland,VIETNAM,HANOI,,,,,,862,861,229,26.6%,1,,,862,862,,
Portugal,ALGERIA,ALGIERS,,,,,,"2,513","1,555",448,28.8%,184,774,30.8%,"2,513","1,739",774,30.8%
Portugal,ANGOLA,BENGUELA,,,,,,"5,099","4,441",905,20.4%,,658,12.9%,"5,099","4,441",658,12.9%
Portugal,ANGOLA,LUANDA,,,,,,"89,727","72,188","42,272",58.6%,21,"17,518",19.5%,"89,727","72,209","17,518",19.5%
Portugal,ARGENTINA,BUENOS AIRES,,,,,,20,18,3,16.7%,,2,10.0%,20,18,2,10.0%
Portugal,AUSTRALIA,CANBERRA,,,,,,19,17,6,35.3%,,2,10.5%,19,17,2,10.5%
Portugal,AUSTRALIA,SYDNEY,,,,,,321,294,225,76.5%,4,23,7.2%,321,298,23,7.2%
Portugal,AUSTRIA,VIENNA,,,,,,2,1,1,100.0%,1,,,2,2,,
Portugal,BRAZIL,BELO HORIZONTE,,,,,,83,22,2,9.1%,1,60,72.3%,83,23,60,72.3%
Portugal,BRAZIL,BRASILIA,,,,,,166,125,51,40.8%,,41,24.7%,166,125,41,24.7%
Portugal,BRAZIL,RIO DE JANEIRO,2,2,,,,229,134,58,43.3%,,95,41.5%,231,136,95,41.1%
Portugal,BRAZIL,SALVADOR DE BAHIA,4,3,,1,25.0%,122,87,5,5.7%,,35,28.7%,126,90,36,28.6%
Portugal,BRAZIL,SAO PAULO,2,1,,1,50.0%,284,135,45,33.3%,,149,52.5%,286,136,150,52.4%
Portugal,BULGARIA,SOFIA,1,1,,,,355,327,203,62.1%,,28,7.9%,356,328,28,7.9%
Portugal,CANADA,MONTREAL,,,,,,164,160,9,5.6%,2,2,1.2%,164,162,2,1.2%
Portugal,CANADA,OTTAWA,,,,,,82,77,53,68.8%,,5,6.1%,82,77,5,6.1%
Portugal,CANADA,TORONTO,,,,,,803,756,371,49.1%,,47,5.9%,803,756,47,5.9%
Portugal,CANADA,VANCOUVER,1,1,,,,291,280,247,88.2%,,11,3.8%,292,281,11,3.8%
Portugal,CAPE VERDE,CIDADE DA PRAIA,,,,,,"19,061","12,664","4,764",37.6%,3,"6,394",33.5%,"19,061","12,667","6,394",33.5%
Portugal,CHINA,BEIJING,1,1,,,,"12,693","12,020","4,176",34.7%,5,668,5.3%,"12,694","12,026",668,5.3%
Portugal,CHINA,GUANGZHOU (CANTON),,,,,,167,160,29,18.1%,,7,4.2%,167,160,7,4.2%
Portugal,CHINA,SHANGHAI,,,,,,"14,871","14,208","3,003",21.1%,17,646,4.3%,"14,871","14,225",646,4.3%
Portugal,COLOMBIA,BOGOTA,1,1,1,,,29,21,13,61.9%,,8,27.6%,30,22,8,26.7%
Portugal,CROATIA,ZAGREB,,,,,,4,4,2,50.0%,,,,4,4,,
Portugal,CUBA,HAVANA,,,,,,631,566,75,13.3%,,65,10.3%,631,566,65,10.3%
Portugal,CYPRUS,NICOSIA,,,,,,125,81,46,56.8%,1,43,34.4%,125,82,43,34.4%
Portugal,EGYPT,CAIRO,,,,,,"2,500","2,160",543,25.1%,14,326,13.0%,"2,500","2,174",326,13.0%
Portugal,FRANCE,MARSEILLE,,,,,,2,1,1,100.0%,1,,,2,2,,
Portugal,FRANCE,PARIS,,,,,,2,2,2,100.0%,,,,2,2,,
Portugal,GERMANY,BERLIN,,,,,,6,4,1,25.0%,,2,33.3%,6,4,2,33.3%
Portugal,GERMANY,STUTTGART,,,,,,2,1,,,,1,50.0%,2,1,1,50.0%
Portugal,GREECE,ATHENS,,,,,,3,3,,,,,,3,3,,
Portugal,GUINEA-BISSAU,BISSAU,,,,,,"6,877","5,535","2,522",45.6%,5,"1,337",19.4%,"6,877","5,540","1,337",19.4%
Portugal,HUNGARY,BUDAPEST,,,,,,7,6,1,16.7%,,1,14.3%,7,6,1,14.3%
Portugal,INDIA,GOA,,,,,,"3,193","2,842",71,2.5%,18,333,10.4%,"3,193","2,860",333,10.4%
Portugal,INDIA,NEW DELHI,,,,,,"7,940","6,470","2,231",34.5%,4,"1,466",18.5%,"7,940","6,474","1,466",18.5%
Portugal,INDONESIA,JAKARTA,,,,,,"2,917","2,661","1,959",73.6%,2,254,8.7%,"2,917","2,663",254,8.7%
Portugal,IRAN,TEHERAN,,,,,,"2,178","1,519",397,26.1%,42,617,28.3%,"2,178","1,561",617,28.3%
Portugal,IRELAND,DUBLIN,,,,,,656,641,422,65.8%,1,14,2.1%,656,642,14,2.1%
Portugal,ISRAEL,TEL AVIV,,,,,,342,324,90,27.8%,3,15,4.4%,342,327,15,4.4%
Portugal,ITALY,ROME,,,,,,2,2,1,50.0%,,,,2,2,,
Portugal,JAPAN,TOKYO,,,,,,115,113,,,1,1,0.9%,115,114,1,0.9%
Portugal,MACAO S.A.R.,MACAO,,,,,,557,541,61,11.3%,,16,2.9%,557,541,16,2.9%
Portugal,MEXICO,MEXICO CITY,,,,,,48,45,45,100.0%,,3,6.3%,48,45,3,6.3%
Portugal,MOROCCO,RABAT,,,,,,"3,251","2,024",766,37.8%,465,762,23.4%,"3,251","2,489",762,23.4%
Portugal,MOZAMBIQUE,BEIRA,,,,,,"1,861","1,758",204,11.6%,37,66,3.5%,"1,861","1,795",66,3.5%
Portugal,MOZAMBIQUE,MAPUTO,,,,,,"8,922","8,339","3,406",40.8%,21,562,6.3%,"8,922","8,360",562,6.3%
Portugal,NETHERLANDS,THE HAGUE,,,,,,1,1,,,,,,1,1,,
Portugal,NIGERIA,ABUJA,,,,,,"5,939","1,323",61,4.6%,124,"4,492",75.6%,"5,939","1,447","4,492",75.6%
Portugal,PAKISTAN,ISLAMABAD,,,,,,"1,898","1,307",78,6.0%,162,429,22.6%,"1,898","1,469",429,22.6%
Portugal,PANAMA,PANAMA CITY,,,,,,8,7,,,,1,12.5%,8,7,1,12.5%
Portugal,PERU,LIMA,,,,,,29,29,11,37.9%,,,,29,29,,
Portugal,POLAND,WARSAW,,,,,,2,1,,,1,,,2,2,,
Portugal,QATAR,DOHA,,,,,,719,618,441,71.4%,7,94,13.1%,719,625,94,13.1%
Portugal,ROMANIA,BUCHAREST,,,,,,37,32,4,12.5%,,5,13.5%,37,32,5,13.5%
Portugal,RUSSIAN FEDERATION,MOSCOW,,,,,,"26,003","25,357","17,718",69.9%,2,644,2.5%,"26,003","25,359",644,2.5%
Portugal,SAO TOME AND PRINCIPE,SAO TOME ,,,,,,"3,504","2,940",264,9.0%,10,554,15.8%,"3,504","2,950",554,15.8%
Portugal,SAUDI ARABIA,RIYADH,,,,,,"6,509","5,870","4,951",84.3%,,639,9.8%,"6,509","5,870",639,9.8%
Portugal,SENEGAL,DAKAR,49,34,,15,30.6%,"4,130","1,479",502,33.9%,,"2,651",64.2%,"4,179","1,513","2,666",63.8%
Portugal,SERBIA,BELGRADE,,,,,,10,9,4,44.4%,,1,10.0%,10,9,1,10.0%
Portugal,SOUTH AFRICA,CAPE TOWN,,,,,,"3,645","3,582","1,696",47.3%,7,56,1.5%,"3,645","3,589",56,1.5%
Portugal,SOUTH AFRICA,JOHANNESBURG,,,,,,"6,676","6,421","6,336",98.7%,2,253,3.8%,"6,676","6,423",253,3.8%
Portugal,SOUTH AFRICA,PRETORIA,,,,,,11,10,2,20.0%,,1,9.1%,11,10,1,9.1%
Portugal,SOUTH KOREA,SEOUL,,,,,,130,127,42,33.1%,,3,2.3%,130,127,3,2.3%
Portugal,SPAIN,BARCELONA,,,,,,1,1,1,100.0%,,,,1,1,,
Portugal,SPAIN,SEVILLA,,,,,,3,2,1,50.0%,,1,33.3%,3,2,1,33.3%
Portugal,SWITZERLAND,BERN,,,,,,1,1,,,,,,1,1,,
Portugal,THAILAND,BANGKOK,,,,,,"1,709","1,581",905,57.2%,77,51,3.0%,"1,709","1,658",51,3.0%
Portugal,TIMOR-LESTE,DILI,3,3,,,,51,48,10,20.8%,,3,5.9%,54,51,3,5.6%
Portugal,TUNISIA,TUNIS,,,,,,"1,447","1,276",333,26.1%,4,167,11.5%,"1,447","1,280",167,11.5%
Portugal,TURKEY,ANKARA,,,,,,897,863,503,58.3%,7,27,3.0%,897,870,27,3.0%
Portugal,UKRAINE,KYIV,,,,,,621,483,267,55.3%,,138,22.2%,621,483,138,22.2%
Portugal,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"2,708","1,909",984,51.5%,52,747,27.6%,"2,708","1,961",747,27.6%
Portugal,UNITED KINGDOM,LONDON,,,,,,"4,793","4,754","3,434",72.2%,10,29,0.6%,"4,793","4,764",29,0.6%
Portugal,UNITED KINGDOM,MANCHESTER,,,,,,"1,855","1,811",890,49.1%,6,38,2.0%,"1,855","1,817",38,2.0%
Portugal,USA,"BOSTON, MA",,,,,,389,385,256,66.5%,,4,1.0%,389,385,4,1.0%
Portugal,USA,"NEW BEDFORD, MA",,,,,,211,209,11,5.3%,,2,0.9%,211,209,2,0.9%
Portugal,USA,"NEW YORK, NY",,,,,,574,562,192,34.2%,1,11,1.9%,574,563,11,1.9%
Portugal,USA,"NEWARK, NJ",,,,,,385,371,264,71.2%,,14,3.6%,385,371,14,3.6%
Portugal,USA,"SAN FRANCISCO, CA",,,,,,991,969,641,66.2%,1,21,2.1%,991,970,21,2.1%
Portugal,USA,"WASHINGTON, DC",,,,,,988,969,336,34.7%,2,17,1.7%,988,971,17,1.7%
Portugal,VENEZUELA,CARACAS,,,,,,12,10,4,40.0%,,2,16.7%,12,10,2,16.7%
Portugal,VENEZUELA,VALENCIA,,,,,,15,3,,,,12,80.0%,15,3,12,80.0%
Portugal,ZIMBABWE,HARARE,,,,,,372,357,122,34.2%,,15,4.0%,372,357,15,4.0%
Slovakia,ARGENTINA,BUENOS AIRES,,,,,,1,1,1,100.0%,,,,1,1,,
Slovakia,AUSTRALIA,CANBERRA,,,,,,16,16,4,25.0%,,,,16,16,,
Slovakia,BELARUS,MINSK,,,,,,"3,961","3,956","1,874",47.4%,,5,0.1%,"3,961","3,956",5,0.1%
Slovakia,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,208,204,204,100.0%,,4,1.9%,208,204,4,1.9%
Slovakia,BULGARIA,SOFIA,,,,,,36,37,25,67.6%,,,,36,37,,
Slovakia,CANADA,OTTAWA,,,,,,23,21,15,71.4%,,2,8.7%,23,21,2,8.7%
Slovakia,CHINA,BEIJING,,,,,,"1,598","1,508",139,9.2%,,90,5.6%,"1,598","1,508",90,5.6%
Slovakia,CHINA,SHANGHAI,,,,,,382,367,34,9.3%,,15,3.9%,382,367,15,3.9%
Slovakia,CROATIA,ZAGREB,,,,,,5,5,5,100.0%,,,,5,5,,
Slovakia,CUBA,HAVANA,,,,,,113,112,,,,1,0.9%,113,112,1,0.9%
Slovakia,CYPRUS,NICOSIA,,,,,,973,948,902,95.1%,4,21,2.2%,973,952,21,2.2%
Slovakia,CZECH REPUBLIC,PRAGUE,,,,,,1,1,,,,,,1,1,,
Slovakia,EGYPT,CAIRO,,,,,,399,370,175,47.3%,,29,7.3%,399,370,29,7.3%
Slovakia,FRANCE,PARIS,,,,,,2,2,2,100.0%,,,,2,2,,
Slovakia,INDIA,NEW DELHI,2,,,2,100.0%,804,527,175,33.2%,235,42,5.2%,806,762,44,5.5%
Slovakia,INDONESIA,JAKARTA,,,,,,286,284,107,37.7%,1,1,0.3%,286,285,1,0.3%
Slovakia,IRAN,TEHERAN,,,,,,"1,386",800,57,7.1%,6,580,41.8%,"1,386",806,580,41.8%
Slovakia,IRELAND,DUBLIN,,,,,,40,39,8,20.5%,1,,,40,40,,
Slovakia,ISRAEL,TEL AVIV,,,,,,115,111,101,91.0%,3,1,0.9%,115,114,1,0.9%
Slovakia,JAPAN,TOKYO,,,,,,13,13,3,23.1%,,,,13,13,,
Slovakia,KAZAKHSTAN,ASTANA,,,,,,551,543,195,35.9%,,8,1.5%,551,543,8,1.5%
Slovakia,KENYA,NAIROBI,,,,,,132,109,20,18.3%,2,21,15.9%,132,111,21,15.9%
Slovakia,KOSOVO,PRISTINA,,,,,,183,8,8,100.0%,138,37,20.2%,183,146,37,20.2%
Slovakia,KUWAIT,KUWAIT,,,,,,818,805,802,99.6%,,13,1.6%,818,805,13,1.6%
Slovakia,LEBANON,BEIRUT,,,,,,300,274,227,82.8%,24,2,0.7%,300,298,2,0.7%
Slovakia,MEXICO,MEXICO CITY,,,,,,4,4,1,25.0%,,,,4,4,,
Slovakia,NORTH MACEDONIA,SKOPJE,,,,,,4,4,4,100.0%,,,,4,4,,
Slovakia,POLAND,WARSAW,,,,,,1,1,1,100.0%,,,,1,1,,
Slovakia,ROMANIA,BUCHAREST,,,,,,64,63,51,81.0%,1,,,64,64,,
Slovakia,RUSSIAN FEDERATION,MOSCOW,8,,,8,100.0%,"7,331","7,296","6,664",91.3%,5,30,0.4%,"7,339","7,301",38,0.5%
Slovakia,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"2,182","2,154","2,034",94.4%,1,27,1.2%,"2,182","2,155",27,1.2%
Slovakia,SERBIA,BELGRADE,,,,,,59,46,35,76.1%,,13,22.0%,59,46,13,22.0%
Slovakia,SOUTH AFRICA,PRETORIA,,,,,,327,323,68,21.1%,,4,1.2%,327,323,4,1.2%
Slovakia,SOUTH KOREA,SEOUL,,,,,,21,20,4,20.0%,,1,4.8%,21,20,1,4.8%
Slovakia,TAIWAN,TAIPEI,,,,,,5,5,2,40.0%,,,,5,5,,
Slovakia,THAILAND,BANGKOK,,,,,,240,239,40,16.7%,1,,,240,240,,
Slovakia,TURKEY,ANKARA,,,,,,334,303,195,64.4%,,31,9.3%,334,303,31,9.3%
Slovakia,TURKEY,ISTANBUL,,,,,,"1,114","1,060",633,59.7%,,54,4.8%,"1,114","1,060",54,4.8%
Slovakia,UKRAINE,KYIV,,,,,,573,569,382,67.1%,,4,0.7%,573,569,4,0.7%
Slovakia,UKRAINE,UZHHOROD,,,,,,"1,145","1,121","1,040",92.8%,,24,2.1%,"1,145","1,121",24,2.1%
Slovakia,UNITED KINGDOM,LONDON,,,,,,382,362,246,68.0%,5,15,3.9%,382,367,15,3.9%
Slovakia,USA,"NEW YORK, NY",,,,,,42,42,27,64.3%,,,,42,42,,
Slovakia,USA,"WASHINGTON, DC",,,,,,51,51,43,84.3%,,,,51,51,,
Slovakia,UZBEKISTAN,TASHKENT,,,,,,309,264,35,13.3%,20,25,8.1%,309,284,25,8.1%
Slovakia,VIETNAM,HANOI,,,,,,263,242,22,9.1%,3,18,6.8%,263,245,18,6.8%
Slovenia,ALBANIA,TIRANA,,,,,,27,11,10,90.9%,15,1,3.7%,27,26,1,3.7%
Slovenia,ARGENTINA,BUENOS AIRES,,,,,,3,,,,,3,100.0%,3,,3,100.0%
Slovenia,AUSTRALIA,CANBERRA,,,,,,34,34,30,88.2%,,,,34,34,,
Slovenia,BOSNIA AND HERZEGOVINA,BANJA LUKA,,,,,,8,6,6,100.0%,1,1,12.5%,8,7,1,12.5%
Slovenia,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,56,46,46,100.0%,2,8,14.3%,56,48,8,14.3%
Slovenia,BULGARIA,SOFIA,,,,,,6,6,6,100.0%,,,,6,6,,
Slovenia,CANADA,OTTAWA,,,,,,20,13,13,100.0%,5,2,10.0%,20,18,2,10.0%
Slovenia,CHINA,BEIJING,,,,,,"3,879","3,632","2,536",69.8%,3,244,6.3%,"3,879","3,635",244,6.3%
Slovenia,CROATIA,ZAGREB,,,,,,336,268,257,95.9%,63,5,1.5%,336,331,5,1.5%
Slovenia,EGYPT,CAIRO,,,,,,540,411,411,100.0%,3,126,23.3%,540,414,126,23.3%
Slovenia,FRANCE,PARIS,,,,,,4,,,,4,,,4,4,,
Slovenia,INDIA,NEW DELHI,,,,,,"2,630","2,117","2,056",97.1%,15,498,18.9%,"2,630","2,132",498,18.9%
Slovenia,IRAN,TEHERAN,,,,,,280,197,92,46.7%,,83,29.6%,280,197,83,29.6%
Slovenia,ISRAEL,TEL AVIV,,,,,,108,74,73,98.6%,32,2,1.9%,108,106,2,1.9%
Slovenia,JAPAN,TOKYO,,,,,,43,41,23,56.1%,,2,4.7%,43,41,2,4.7%
Slovenia,KOSOVO,PRISTINA,,,,,,"4,692",50,43,86.0%,"3,371","1,271",27.1%,"4,692","3,421","1,271",27.1%
Slovenia,MONTENEGRO,PODGORICA,,,,,,604,564,557,98.8%,30,10,1.7%,604,594,10,1.7%
Slovenia,NORTH MACEDONIA,SKOPJE,,,,,,32,29,29,100.0%,2,1,3.1%,32,31,1,3.1%
Slovenia,RUSSIAN FEDERATION,MOSCOW,,,,,,"10,696","10,539","10,187",96.7%,5,152,1.4%,"10,696","10,544",152,1.4%
Slovenia,SERBIA,BELGRADE,,,,,,656,602,561,93.2%,30,24,3.7%,656,632,24,3.7%
Slovenia,TURKEY,ANKARA,,,,,,"1,095",906,846,93.4%,,189,17.3%,"1,095",906,189,17.3%
Slovenia,UKRAINE,KYIV,,,,,,251,240,235,97.9%,3,8,3.2%,251,243,8,3.2%
Slovenia,UNITED KINGDOM,LONDON,,,,,,244,230,215,93.5%,13,1,0.4%,244,243,1,0.4%
Slovenia,USA,"CLEVELAND, OH",,,,,,55,55,53,96.4%,,,,55,55,,
Slovenia,USA,"WASHINGTON, DC",,,,,,104,100,100,100.0%,3,1,1.0%,104,103,1,1.0%
Spain,AFGHANISTAN,KABUL,1,1,,,,60,4,3,75.0%,50,4,6.7%,61,55,4,6.6%
Spain,ALBANIA,TIRANA,1,1,,,,103,83,11,13.3%,7,9,8.7%,104,91,9,8.7%
Spain,ALGERIA,ALGIERS,,,,,,"59,479","40,439","16,809",41.6%,244,"16,739",28.1%,"59,479","40,683","16,739",28.1%
Spain,ALGERIA,ORAN,,,,,,"44,327","27,630","13,314",48.2%,126,"13,831",31.2%,"44,327","27,756","13,831",31.2%
Spain,ANDORRA,ANDORRA LA VELLA,,,,,,138,136,111,81.6%,,,,138,136,,
Spain,ANGOLA,LUANDA,,,,,,"3,720","2,071",209,10.1%,,"1,565",42.1%,"3,720","2,071","1,565",42.1%
Spain,ARGENTINA,BAHIA BLANCA,,,,,,9,9,,,,,,9,9,,
Spain,ARGENTINA,BUENOS AIRES,1,1,,,,540,465,19,4.1%,,46,8.5%,541,466,46,8.5%
Spain,ARGENTINA,CORDOBA,,,,,,35,35,,,,,,35,35,,
Spain,ARGENTINA,MENDOZA,,,,,,13,10,,,,,,13,10,,
Spain,ARGENTINA,ROSARIO (Santa Fé),,,,,,18,18,,,,,,18,18,,
Spain,AUSTRALIA,CANBERRA,,,,,,56,60,1,1.7%,,,,56,60,,
Spain,AUSTRALIA,MELBOURNE,,,,,,837,899,3,0.3%,1,9,1.1%,837,900,9,1.1%
Spain,AUSTRALIA,SYDNEY,,,,,,493,491,,,,,,493,491,,
Spain,AUSTRIA,VIENNA,,,,,,2,1,,,,,,2,1,,
Spain,BANGLADESH,DHAKA,5,1,,4,80.0%,"2,217","1,363",118,8.7%,5,737,33.2%,"2,222","1,369",741,33.3%
Spain,BELGIUM,BRUSSELS,,,,,,17,16,,,1,,,17,17,,
Spain,BOLIVIA,LA PAZ,,,,,,"11,145","8,384",626,7.5%,,"2,395",21.5%,"11,145","8,384","2,395",21.5%
Spain,BOLIVIA,SANTA CRUZ DE LA SIERRA,6,6,,,,"8,033","5,243",277,5.3%,,"2,229",27.7%,"8,039","5,249","2,229",27.7%
Spain,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,24,24,3,12.5%,,,,24,24,,
Spain,BRAZIL,BRASILIA,2,2,,,,48,42,2,4.8%,,,,50,44,,
Spain,BRAZIL,PORTO ALEGRE,3,3,,,,19,16,1,6.3%,,2,10.5%,22,19,2,9.1%
Spain,BRAZIL,RIO DE JANEIRO,,,,,,89,78,23,29.5%,,4,4.5%,89,78,4,4.5%
Spain,BRAZIL,SALVADOR DE BAHIA,4,4,,,,25,18,11,61.1%,,4,16.0%,29,22,4,13.8%
Spain,BRAZIL,SAO PAULO,3,3,,,,323,270,43,15.9%,,50,15.5%,326,273,50,15.3%
Spain,BULGARIA,SOFIA,,,,,,300,283,21,7.4%,2,9,3.0%,300,285,9,3.0%
Spain,CAMEROON,YAONDE,3,3,,,,"1,728",847,44,5.2%,11,848,49.1%,"1,731",861,848,49.0%
Spain,CANADA,MONTREAL,,,,,,523,491,16,3.3%,3,9,1.7%,523,494,9,1.7%
Spain,CANADA,OTTAWA,,,,,,234,225,8,3.6%,1,4,1.7%,234,226,4,1.7%
Spain,CANADA,TORONTO,,,,,,"1,243","1,206",26,2.2%,1,,,"1,243","1,207",,
Spain,CAPE VERDE,CIDADE DA PRAIA,,,,,,"1,097",679,173,25.5%,,358,32.6%,"1,097",679,358,32.6%
Spain,CHILE,SANTIAGO DE CHILE,4,4,,,,527,404,22,5.4%,,100,19.0%,531,408,100,18.8%
Spain,CHINA,BEIJING,,,,,,"90,428","88,393","2,331",2.6%,1,"1,253",1.4%,"90,428","88,394","1,253",1.4%
Spain,CHINA,GUANGZHOU (CANTON),,,,,,"49,000","47,075",977,2.1%,1,"1,301",2.7%,"49,000","47,076","1,301",2.7%
Spain,CHINA,SHANGHAI,,,,,,"102,397","100,182","4,679",4.7%,175,"1,089",1.1%,"102,397","100,357","1,089",1.1%
Spain,COLOMBIA,BOGOTA,,,,,,321,318,190,59.7%,,2,0.6%,321,318,2,0.6%
Spain,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,,,,,,"2,152",906,89,9.8%,26,"1,092",50.7%,"2,152",932,"1,092",50.7%
Spain,COSTA RICA,SAN JOSE,2,2,,,,102,95,21,22.1%,,2,2.0%,104,97,2,1.9%
Spain,COTE D'IVOIRE,ABIDJAN ,1,1,,,,"2,189","1,465",237,16.2%,23,553,25.3%,"2,190","1,489",553,25.3%
Spain,CROATIA,ZAGREB,,,,,,25,25,8,32.0%,,,,25,25,,
Spain,CUBA,HAVANA,44,43,,,,"18,094","14,655",819,5.6%,3,"2,902",16.0%,"18,138","14,701","2,902",16.0%
Spain,CYPRUS,NICOSIA,2,2,,,,268,247,47,19.0%,,17,6.3%,270,249,17,6.3%
Spain,CZECH REPUBLIC,PRAGUE,,,,,,1,1,1,100.0%,,,,1,1,,
Spain,DOMINICAN REPUBLIC,SANTO DOMINGO,5,4,,,,"29,634","21,032","6,123",29.1%,2,"8,363",28.2%,"29,639","21,038","8,363",28.2%
Spain,ECUADOR,GUAYAQUIL,27,23,,,,"23,253","18,722","5,051",27.0%,,"4,089",17.6%,"23,280","18,745","4,089",17.6%
Spain,ECUADOR,QUITO,3,3,,,,"26,863","22,227","4,244",19.1%,1,"4,217",15.7%,"26,866","22,231","4,217",15.7%
Spain,EGYPT,ALEXANDRIA,,,,,,"3,773","2,815",303,10.8%,2,920,24.4%,"3,773","2,817",920,24.4%
Spain,EGYPT,CAIRO,1,,,,,"11,466","8,661",276,3.2%,33,"1,948",17.0%,"11,467","8,694","1,948",17.0%
Spain,EL SALVADOR,SAN SALVADOR,,,,,,69,70,17,24.3%,,,,69,70,,
Spain,EQUATORIAL GUINEA,BATA,63,62,,,,"3,876","2,800",406,14.5%,217,753,19.4%,"3,939","3,079",753,19.1%
