Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for , ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued ,Not issued rate for ATVs,Uniform visas applied for,"Total  uniform visas issued (including MEV) 
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas 
Poland,IRAN,TEHERAN,,,,,,"3,014","2,260",532,23.5%,28,726,24.1%,"3,014","2,288",726,24.1%
Poland,IRAQ,ERBIL,,,,,,"4,684","1,761",336,19.1%,76,"2,847",60.8%,"4,684","1,837","2,847",60.8%
Poland,IRELAND,DUBLIN,,,,,,406,389,178,45.8%,2,15,3.7%,406,391,15,3.7%
Poland,ISRAEL,TEL AVIV,,,,,,631,503,55,10.9%,79,49,7.8%,631,582,49,7.8%
Poland,ITALY,ROME,,,,,,5,3,,,2,,,5,5,,
Poland,JAPAN,TOKYO,,,,,,198,198,49,24.7%,,,,198,198,,
Poland,JORDAN,AMMAN,,,,,,"1,290",995,273,27.4%,60,235,18.2%,"1,290","1,055",235,18.2%
Poland,KAZAKHSTAN,ALMATY,,,,,,"3,262","2,748",618,22.5%,2,512,15.7%,"3,262","2,750",512,15.7%
Poland,KAZAKHSTAN,ASTANA,,,,,,"2,085","2,074",479,23.1%,2,9,0.4%,"2,085","2,076",9,0.4%
Poland,KENYA,NAIROBI,,,,,,522,400,19,4.8%,5,117,22.4%,522,405,117,22.4%
Poland,KUWAIT,KUWAIT,,,,,,839,561,388,69.2%,25,253,30.2%,839,586,253,30.2%
Poland,LATVIA,RIGA,,,,,,3,3,3,100.0%,,,,3,3,,
Poland,LEBANON,BEIRUT,,,,,,"1,237","1,117",251,22.5%,28,92,7.4%,"1,237","1,145",92,7.4%
Poland,MALAYSIA,KUALA LUMPUR,,,,,,243,124,42,33.9%,,119,49.0%,243,124,119,49.0%
Poland,MEXICO,MEXICO CITY,,,,,,22,18,17,94.4%,1,3,13.6%,22,19,3,13.6%
Poland,MOLDOVA,CHISINAU,,,,,,185,179,109,60.9%,,6,3.2%,185,179,6,3.2%
Poland,MOROCCO,RABAT,,,,,,874,532,92,17.3%,8,334,38.2%,874,540,334,38.2%
Poland,NETHERLANDS,THE HAGUE,4,,,4,100.0%,1,1,1,100.0%,,,,5,1,4,80.0%
Poland,NEW ZEALAND,WELLINGTON,,,,,,19,19,9,47.4%,,,,19,19,,
Poland,NIGERIA,ABUJA,,,,,,709,311,164,52.7%,43,355,50.1%,709,354,355,50.1%
Poland,NORTH KOREA,PYONGYANG,,,,,,77,70,2,2.9%,4,3,3.9%,77,74,3,3.9%
Poland,NORWAY,OSLO,,,,,,3,3,3,100.0%,,,,3,3,,
Poland,PAKISTAN,ISLAMABAD,,,,,,"1,073",508,99,19.5%,9,556,51.8%,"1,073",517,556,51.8%
Poland,PERU,LIMA,,,,,,35,27,12,44.4%,,8,22.9%,35,27,8,22.9%
Poland,QATAR,DOHA,,,,,,"1,393","1,260",757,60.1%,50,83,6.0%,"1,393","1,310",83,6.0%
Poland,ROMANIA,BUCHAREST,,,,,,251,211,59,28.0%,2,38,15.1%,251,213,38,15.1%
Poland,RUSSIAN FEDERATION,IRKUTSK,,,,,,"2,707","2,692",719,26.7%,,15,0.6%,"2,707","2,692",15,0.6%
Poland,RUSSIAN FEDERATION,KALININGRAD,,,,,,"86,264","85,608","71,287",83.3%,8,648,0.8%,"86,264","85,616",648,0.8%
Poland,RUSSIAN FEDERATION,MOSCOW,,,,,,"44,897","43,888","24,430",55.7%,4,"1,005",2.2%,"44,897","43,892","1,005",2.2%
Poland,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"2,322","2,250","1,456",64.7%,,72,3.1%,"2,322","2,250",72,3.1%
Poland,SAUDI ARABIA,RIYADH,,,,,,"1,925","1,686","1,340",79.5%,44,195,10.1%,"1,925","1,730",195,10.1%
Poland,SERBIA,BELGRADE,,,,,,143,124,78,62.9%,3,16,11.2%,143,127,16,11.2%
Poland,SINGAPORE,SINGAPORE,,,,,,421,391,233,59.6%,,30,7.1%,421,391,30,7.1%
Poland,SLOVAKIA,BRATISLAVA,,,,,,2,2,2,100.0%,,,,2,2,,
Poland,SOUTH AFRICA,PRETORIA,,,,,,"2,081","2,007","1,444",71.9%,,74,3.6%,"2,081","2,007",74,3.6%
Poland,SOUTH KOREA,SEOUL,,,,,,110,100,2,2.0%,,10,9.1%,110,100,10,9.1%
Poland,SWEDEN,STOCKHOLM,,,,,,5,4,2,50.0%,1,,,5,5,,
Poland,SWITZERLAND,BERN,,,,,,4,4,,,,,,4,4,,
Poland,SYRIA,DAMASCUS,,,,,,249,112,44,39.3%,,137,55.0%,249,112,137,55.0%
Poland,TAIWAN,TAIPEI,,,,,,38,38,13,34.2%,,,,38,38,,
Poland,THAILAND,BANGKOK,,,,,,"2,080","2,032",65,3.2%,,48,2.3%,"2,080","2,032",48,2.3%
Poland,TUNISIA,TUNIS,,,,,,626,344,66,19.2%,,282,45.0%,626,344,282,45.0%
Poland,TURKEY,ANKARA,,,,,,"3,184","2,926","2,587",88.4%,,258,8.1%,"3,184","2,926",258,8.1%
Poland,TURKEY,ISTANBUL,,,,,,"5,887","5,386","3,997",74.2%,4,497,8.4%,"5,887","5,390",497,8.4%
Poland,UKRAINE,KHARKIV,,,,,,"16,107","15,003","10,319",68.8%,6,"1,098",6.8%,"16,107","15,009","1,098",6.8%
Poland,UKRAINE,KYIV,,,,,,"32,791","31,435","22,496",71.6%,2,"1,354",4.1%,"32,791","31,437","1,354",4.1%
Poland,UKRAINE,LUTSK,,,,,,"73,312","70,733","55,462",78.4%,2,"2,577",3.5%,"73,312","70,735","2,577",3.5%
Poland,UKRAINE,LVIV,,,,,,"121,287","115,788","93,948",81.1%,27,"5,472",4.5%,"121,287","115,815","5,472",4.5%
Poland,UKRAINE,ODESA,,,,,,"6,369","6,046","3,640",60.2%,1,322,5.1%,"6,369","6,047",322,5.1%
Poland,UKRAINE,VINNYTSYA,,,,,,"25,810","23,761","18,124",76.3%,1,"2,048",7.9%,"25,810","23,762","2,048",7.9%
Poland,UNITED ARAB EMIRATES,ABU DHABI,1,1,1,,,"1,706","1,144",307,26.8%,40,522,30.6%,"1,707","1,185",522,30.6%
Poland,UNITED KINGDOM,LONDON,,,,,,"2,545","2,499","1,904",76.2%,17,29,1.1%,"2,545","2,516",29,1.1%
Poland,USA,"CHICAGO, IL",,,,,,293,290,182,62.8%,3,,,293,293,,
Poland,USA,"LOS ANGELES, CA",,,,,,667,663,346,52.2%,3,1,0.1%,667,666,1,0.1%
Poland,USA,"NEW YORK, NY",1,1,1,,,568,552,105,19.0%,10,6,1.1%,569,563,6,1.1%
Poland,USA,"WASHINGTON, DC",,,,,,348,211,202,95.7%,,137,39.4%,348,211,137,39.4%
Poland,UZBEKISTAN,TASHKENT,,,,,,"2,139","1,508",442,29.3%,37,594,27.8%,"2,139","1,545",594,27.8%
Poland,VENEZUELA,CARACAS,,,,,,63,35,31,88.6%,28,,,63,63,,
Poland,VIETNAM,HANOI,,,,,,"1,017",769,217,28.2%,3,245,24.1%,"1,017",772,245,24.1%
Portugal,ALGERIA,ALGIERS,,,,,,"2,639","1,828",384,21.0%,105,706,26.8%,"2,639","1,933",706,26.8%
Portugal,ANGOLA,BENGUELA,,,,,,"4,694","4,105",681,16.6%,5,584,12.4%,"4,694","4,110",584,12.4%
Portugal,ANGOLA,LUANDA,,,,,,"92,815","76,671","48,676",63.5%,79,"16,065",17.3%,"92,815","76,750","16,065",17.3%
Portugal,ARGENTINA,BUENOS AIRES,,,,,,17,16,3,18.8%,,1,5.9%,17,16,1,5.9%
Portugal,AUSTRALIA,SYDNEY,,,,,,258,247,124,50.2%,,11,4.3%,258,247,11,4.3%
Portugal,BELGIUM,BRUSSELS,,,,,,1,1,1,100.0%,,,,1,1,,
Portugal,BRAZIL,BELO HORIZONTE,,,,,,100,87,11,12.6%,,13,13.0%,100,87,13,13.0%
Portugal,BRAZIL,BRASILIA,,,,,,210,188,67,35.6%,1,21,10.0%,210,189,21,10.0%
Portugal,BRAZIL,RIO DE JANEIRO,,,,,,173,159,76,47.8%,1,13,7.5%,173,160,13,7.5%
Portugal,BRAZIL,SALVADOR DE BAHIA,1,1,,,,72,60,1,1.7%,,12,16.7%,73,61,12,16.4%
Portugal,BRAZIL,SAO PAULO,2,2,,,,257,135,35,25.9%,,122,47.5%,259,137,122,47.1%
Portugal,BULGARIA,SOFIA,,,,,,372,342,163,47.7%,,30,8.1%,372,342,30,8.1%
Portugal,CANADA,MONTREAL,,,,,,155,151,15,9.9%,,4,2.6%,155,151,4,2.6%
Portugal,CANADA,OTTAWA,,,,,,74,65,48,73.8%,3,6,8.1%,74,68,6,8.1%
Portugal,CANADA,TORONTO,,,,,,553,535,319,59.6%,,18,3.3%,553,535,18,3.3%
Portugal,CANADA,VANCOUVER,,,,,,178,170,118,69.4%,1,7,3.9%,178,171,7,3.9%
Portugal,CAPE VERDE,CIDADE DA PRAIA,,,,,,"17,310","12,006","4,380",36.5%,1,"5,303",30.6%,"17,310","12,007","5,303",30.6%
Portugal,CHINA,BEIJING,,,,,,"11,224","10,511","4,474",42.6%,5,708,6.3%,"11,224","10,516",708,6.3%
Portugal,CHINA,SHANGHAI,,,,,,"17,904","17,330","1,996",11.5%,18,556,3.1%,"17,904","17,348",556,3.1%
Portugal,COLOMBIA,BOGOTA,2,1,,1,50.0%,17,17,16,94.1%,,,,19,18,1,5.3%
Portugal,CROATIA,ZAGREB,,,,,,4,4,3,75.0%,,,,4,4,,
Portugal,CUBA,HAVANA,,,,,,791,660,61,9.2%,3,128,16.2%,791,663,128,16.2%
Portugal,CYPRUS,NICOSIA,,,,,,133,88,42,47.7%,2,43,32.3%,133,90,43,32.3%
Portugal,EGYPT,CAIRO,,,,,,"2,194","1,878",426,22.7%,22,294,13.4%,"2,194","1,900",294,13.4%
Portugal,FRANCE,MARSEILLE,,,,,,1,1,1,100.0%,,,,1,1,,
Portugal,GREECE,ATHENS,,,,,,3,2,,,,1,33.3%,3,2,1,33.3%
Portugal,GUINEA-BISSAU,BISSAU,,,,,,"5,870","4,741","2,181",46.0%,47,"1,082",18.4%,"5,870","4,788","1,082",18.4%
Portugal,INDIA,GOA,,,,,,"2,808","2,491",245,9.8%,3,314,11.2%,"2,808","2,494",314,11.2%
Portugal,INDIA,NEW DELHI,,,,,,"6,831","5,949","3,982",66.9%,6,876,12.8%,"6,831","5,955",876,12.8%
Portugal,INDONESIA,JAKARTA,,,,,,"2,943","2,816","1,576",56.0%,2,125,4.2%,"2,943","2,818",125,4.2%
Portugal,IRAN,TEHERAN,,,,,,"3,740","2,859",534,18.7%,29,852,22.8%,"3,740","2,888",852,22.8%
Portugal,IRELAND,DUBLIN,,,,,,644,624,417,66.8%,3,17,2.6%,644,627,17,2.6%
Portugal,ISRAEL,TEL AVIV,,,,,,323,283,64,22.6%,13,27,8.4%,323,296,27,8.4%
Portugal,ITALY,ROME,,,,,,1,1,1,100.0%,,,,1,1,,
Portugal,JAPAN,TOKYO,,,,,,145,143,11,7.7%,,2,1.4%,145,143,2,1.4%
Portugal,LUXEMBOURG,LUXEMBOURG,,,,,,2,,,,,2,100.0%,2,,2,100.0%
Portugal,MACAO S.A.R.,MACAO,,,,,,503,460,65,14.1%,1,42,8.3%,503,461,42,8.3%
Portugal,MEXICO,MEXICO CITY,,,,,,40,39,39,100.0%,,1,2.5%,40,39,1,2.5%
Portugal,MOROCCO,RABAT,,,,,,"2,481","1,381",731,52.9%,140,960,38.7%,"2,481","1,521",960,38.7%
Portugal,MOZAMBIQUE,BEIRA,,,,,,"1,428","1,375",239,17.4%,,53,3.7%,"1,428","1,375",53,3.7%
Portugal,MOZAMBIQUE,MAPUTO,,,,,,"8,468","8,145","1,389",17.1%,2,321,3.8%,"8,468","8,147",321,3.8%
Portugal,NETHERLANDS,THE HAGUE,,,,,,4,,,,3,1,25.0%,4,3,1,25.0%
Portugal,NIGERIA,ABUJA,,,,,,"4,032",948,695,73.3%,13,"3,071",76.2%,"4,032",961,"3,071",76.2%
Portugal,NORWAY,OSLO,,,,,,2,,,,2,,,2,2,,
Portugal,PAKISTAN,ISLAMABAD,,,,,,"1,882",715,113,15.8%,272,895,47.6%,"1,882",987,895,47.6%
Portugal,PANAMA,PANAMA CITY,,,,,,6,5,1,20.0%,,1,16.7%,6,5,1,16.7%
Portugal,PERU,LIMA,,,,,,15,9,4,44.4%,,6,40.0%,15,9,6,40.0%
Portugal,QATAR,DOHA,,,,,,797,693,516,74.5%,,104,13.0%,797,693,104,13.0%
Portugal,ROMANIA,BUCHAREST,,,,,,65,50,10,20.0%,,15,23.1%,65,50,15,23.1%
Portugal,RUSSIAN FEDERATION,MOSCOW,,,,,,"25,342","24,635","17,204",69.8%,,707,2.8%,"25,342","24,635",707,2.8%
Portugal,SAO TOME AND PRINCIPE,SAO TOME ,,,,,,"3,726","2,957",239,8.1%,3,766,20.6%,"3,726","2,960",766,20.6%
Portugal,SAUDI ARABIA,RIYADH,,,,,,"5,639","4,978","3,886",78.1%,2,659,11.7%,"5,639","4,980",659,11.7%
Portugal,SENEGAL,DAKAR,23,19,,4,17.4%,"4,835","2,329","1,108",47.6%,3,"2,503",51.8%,"4,858","2,351","2,507",51.6%
Portugal,SERBIA,BELGRADE,,,,,,19,16,7,43.8%,,3,15.8%,19,16,3,15.8%
Portugal,SOUTH AFRICA,CAPE TOWN,,,,,,"2,563","2,523",759,30.1%,3,37,1.4%,"2,563","2,526",37,1.4%
Portugal,SOUTH AFRICA,JOHANNESBURG,,,,,,"5,003","4,833","4,706",97.4%,2,168,3.4%,"5,003","4,835",168,3.4%
Portugal,SOUTH AFRICA,PRETORIA,,,,,,"1,274","1,168",674,57.7%,,106,8.3%,"1,274","1,168",106,8.3%
Portugal,SOUTH KOREA,SEOUL,,,,,,60,55,10,18.2%,,5,8.3%,60,55,5,8.3%
Portugal,SPAIN,SEVILLA,,,,,,1,1,1,100.0%,,,,1,1,,
Portugal,SWEDEN,STOCKHOLM,,,,,,1,,,,1,,,1,1,,
Portugal,SWITZERLAND,BERN,,,,,,2,1,1,100.0%,,1,50.0%,2,1,1,50.0%
Portugal,SWITZERLAND,ZURICH,,,,,,1,1,,,,,,1,1,,
Portugal,THAILAND,BANGKOK,1,1,1,,,"1,653","1,537",835,54.3%,75,41,2.5%,"1,654","1,613",41,2.5%
Portugal,TIMOR-LESTE,DILI,1,,,1,100.0%,73,65,7,10.8%,6,2,2.7%,74,71,3,4.1%
Portugal,TUNISIA,TUNIS,,,,,,"1,321","1,145",268,23.4%,6,170,12.9%,"1,321","1,151",170,12.9%
Portugal,TURKEY,ANKARA,,,,,,"1,062","1,025",531,51.8%,,37,3.5%,"1,062","1,025",37,3.5%
Portugal,UKRAINE,KYIV,,,,,,"4,198","4,077","2,596",63.7%,2,119,2.8%,"4,198","4,079",119,2.8%
Portugal,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"2,297","1,885",572,30.3%,5,407,17.7%,"2,297","1,890",407,17.7%
Portugal,UNITED KINGDOM,LONDON,1,1,,,,"4,737","4,634","2,879",62.1%,15,88,1.9%,"4,738","4,650",88,1.9%
Portugal,UNITED KINGDOM,MANCHESTER,,,,,,"1,695","1,665",861,51.7%,1,29,1.7%,"1,695","1,666",29,1.7%
Portugal,USA,"BOSTON, MA",,,,,,414,408,214,52.5%,1,5,1.2%,414,409,5,1.2%
Portugal,USA,"NEW BEDFORD, MA",,,,,,240,231,5,2.2%,1,8,3.3%,240,232,8,3.3%
Portugal,USA,"NEW YORK, NY",,,,,,213,205,73,35.6%,,8,3.8%,213,205,8,3.8%
Portugal,USA,"NEWARK, NJ",1,1,,,,293,286,171,59.8%,,7,2.4%,294,287,7,2.4%
Portugal,USA,"SAN FRANCISCO, CA",,,,,,560,544,360,66.2%,,16,2.9%,560,544,16,2.9%
Portugal,USA,"WASHINGTON, DC",1,1,,,,810,792,279,35.2%,,18,2.2%,811,793,18,2.2%
Portugal,VENEZUELA,CARACAS,2,,,2,100.0%,14,10,1,10.0%,,4,28.6%,16,10,6,37.5%
Portugal,VENEZUELA,VALENCIA,,,,,,11,5,1,20.0%,,6,54.5%,11,5,6,54.5%
Portugal,ZIMBABWE,HARARE,1,,,1,100.0%,266,248,111,44.8%,,18,6.8%,267,248,19,7.1%
Slovakia,AUSTRALIA,CANBERRA,,,,,,15,15,4,26.7%,,,,15,15,,
Slovakia,AUSTRIA,VIENNA,,,,,,1,1,1,100.0%,,,,1,1,,
Slovakia,BELARUS,MINSK,,,,,,"4,148","4,146","1,871",45.1%,1,1,0.0%,"4,148","4,147",1,0.0%
Slovakia,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,110,108,106,98.1%,,2,1.8%,110,108,2,1.8%
Slovakia,BRAZIL,BRASILIA,,,,,,8,8,8,100.0%,,,,8,8,,
Slovakia,BULGARIA,SOFIA,,,,,,44,43,27,62.8%,,1,2.3%,44,43,1,2.3%
Slovakia,CANADA,OTTAWA,,,,,,39,32,17,53.1%,,7,17.9%,39,32,7,17.9%
Slovakia,CHINA,BEIJING,,,,,,"1,351","1,254",125,10.0%,,97,7.2%,"1,351","1,254",97,7.2%
Slovakia,CHINA,SHANGHAI,,,,,,459,448,21,4.7%,,11,2.4%,459,448,11,2.4%
Slovakia,CROATIA,ZAGREB,,,,,,4,4,,,,,,4,4,,
Slovakia,CUBA,HAVANA,,,,,,80,80,1,1.3%,,,,80,80,,
Slovakia,CYPRUS,NICOSIA,,,,,,670,612,561,91.7%,5,53,7.9%,670,617,53,7.9%
Slovakia,EGYPT,CAIRO,,,,,,362,284,110,38.7%,2,76,21.0%,362,286,76,21.0%
Slovakia,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,SKOPJE,,,,,,2,2,1,50.0%,,,,2,2,,
Slovakia,INDIA,NEW DELHI,,,,,,477,436,178,40.8%,2,39,8.2%,477,438,39,8.2%
Slovakia,INDONESIA,JAKARTA,,,,,,239,237,69,29.1%,,2,0.8%,239,237,2,0.8%
Slovakia,IRAN,TEHERAN,,,,,,297,190,45,23.7%,1,106,35.7%,297,191,106,35.7%
Slovakia,IRELAND,DUBLIN,,,,,,43,42,21,50.0%,,1,2.3%,43,42,1,2.3%
Slovakia,ISRAEL,TEL AVIV,,,,,,126,104,60,57.7%,16,6,4.8%,126,120,6,4.8%
Slovakia,JAPAN,TOKYO,,,,,,25,25,6,24.0%,,,,25,25,,
Slovakia,KAZAKHSTAN,ASTANA,,,,,,498,492,173,35.2%,,6,1.2%,498,492,6,1.2%
Slovakia,KENYA,NAIROBI,,,,,,381,345,68,19.7%,,36,9.4%,381,345,36,9.4%
Slovakia,KOSOVO,PRISTINA,,,,,,200,5,1,20.0%,132,63,31.5%,200,137,63,31.5%
Slovakia,KUWAIT,KUWAIT,,,,,,949,927,890,96.0%,3,19,2.0%,949,930,19,2.0%
Slovakia,LEBANON,BEIRUT,,,,,,491,427,396,92.7%,45,19,3.9%,491,472,19,3.9%
Slovakia,ROMANIA,BUCHAREST,,,,,,39,39,34,87.2%,,,,39,39,,
Slovakia,RUSSIAN FEDERATION,MOSCOW,,,,,,"8,757","8,706","7,592",87.2%,3,48,0.5%,"8,757","8,709",48,0.5%
Slovakia,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"2,721","2,690","2,542",94.5%,,31,1.1%,"2,721","2,690",31,1.1%
Slovakia,SERBIA,BELGRADE,,,,,,92,83,65,78.3%,7,2,2.2%,92,90,2,2.2%
Slovakia,SOUTH AFRICA,PRETORIA,,,,,,200,199,49,24.6%,,1,0.5%,200,199,1,0.5%
Slovakia,SOUTH KOREA,SEOUL,,,,,,15,15,7,46.7%,,,,15,15,,
Slovakia,TAIWAN,TAIPEI,,,,,,6,6,3,50.0%,,,,6,6,,
Slovakia,THAILAND,BANGKOK,,,,,,188,187,71,38.0%,,1,0.5%,188,187,1,0.5%
Slovakia,TURKEY,ANKARA,,,,,,395,387,237,61.2%,,8,2.0%,395,387,8,2.0%
Slovakia,TURKEY,ISTANBUL,,,,,,"1,006",960,754,78.5%,1,45,4.5%,"1,006",961,45,4.5%
Slovakia,UKRAINE,KYIV,,,,,,"8,537","8,480","6,316",74.5%,,57,0.7%,"8,537","8,480",57,0.7%
Slovakia,UKRAINE,UZHHOROD,,,,,,"7,762","7,655","6,181",80.7%,,107,1.4%,"7,762","7,655",107,1.4%
Slovakia,UNITED KINGDOM,LONDON,,,,,,285,278,191,68.7%,3,4,1.4%,285,281,4,1.4%
Slovakia,USA,"NEW YORK, NY",,,,,,55,55,33,60.0%,,,,55,55,,
Slovakia,USA,"WASHINGTON, DC",,,,,,42,42,33,78.6%,,,,42,42,,
Slovakia,UZBEKISTAN,TASHKENT,,,,,,207,194,27,13.9%,,13,6.3%,207,194,13,6.3%
Slovakia,VIETNAM,HANOI,,,,,,313,309,27,8.7%,,4,1.3%,313,309,4,1.3%
Slovenia,ALBANIA,TIRANA,,,,,,27,20,19,95.0%,4,3,11.1%,27,24,3,11.1%
Slovenia,ARGENTINA,BUENOS AIRES,,,,,,6,6,,,,,,6,6,,
Slovenia,AUSTRALIA,CANBERRA,,,,,,28,17,,,10,1,3.6%,28,27,1,3.6%
Slovenia,BOSNIA AND HERZEGOVINA,BANJA LUKA,,,,,,16,14,11,78.6%,2,,,16,16,,
Slovenia,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,52,45,20,44.4%,,7,13.5%,52,45,7,13.5%
Slovenia,CANADA,OTTAWA,,,,,,20,13,1,7.7%,6,1,5.0%,20,19,1,5.0%
Slovenia,CHINA,BEIJING,,,,,,"2,916","2,777",412,14.8%,2,137,4.7%,"2,916","2,779",137,4.7%
Slovenia,CROATIA,ZAGREB,,,,,,276,210,190,90.5%,44,22,8.0%,276,254,22,8.0%
Slovenia,EGYPT,CAIRO,,,,,,546,377,91,24.1%,4,165,30.2%,546,381,165,30.2%
Slovenia,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,SKOPJE,,,,,,22,21,15,71.4%,,1,4.5%,22,21,1,4.5%
Slovenia,GERMANY,MUNICH,,,,,,2,2,1,50.0%,,,,2,2,,
Slovenia,GREECE,ATHENS,,,,,,1,,,,1,,,1,1,,
Slovenia,INDIA,NEW DELHI,,,,,,"3,251","2,948","1,363",46.2%,7,296,9.1%,"3,251","2,955",296,9.1%
Slovenia,ISRAEL,TEL AVIV,,,,,,132,63,5,7.9%,64,5,3.8%,132,127,5,3.8%
Slovenia,ITALY,ROME,,,,,,1,1,1,100.0%,,,,1,1,,
Slovenia,JAPAN,TOKYO,,,,,,53,51,3,5.9%,2,,,53,53,,
Slovenia,KOSOVO,PRISTINA,,,,,,"4,440",46,46,100.0%,"3,045","1,349",30.4%,"4,440","3,091","1,349",30.4%
Slovenia,MONTENEGRO,PODGORICA,,,,,,554,529,193,36.5%,16,9,1.6%,554,545,9,1.6%
Slovenia,RUSSIAN FEDERATION,MOSCOW,,,,,,"11,865","11,735","6,625",56.5%,9,121,1.0%,"11,865","11,744",121,1.0%
Slovenia,SERBIA,BELGRADE,,,,,,793,733,271,37.0%,37,23,2.9%,793,770,23,2.9%
Slovenia,TURKEY,ANKARA,,,,,,"1,391","1,108",329,29.7%,5,278,20.0%,"1,391","1,113",278,20.0%
Slovenia,UKRAINE,KYIV,,,,,,"2,475","2,407","1,225",50.9%,6,62,2.5%,"2,475","2,413",62,2.5%
Slovenia,UNITED KINGDOM,LONDON,,,,,,279,261,193,73.9%,18,,,279,279,,
Slovenia,USA,"CLEVELAND, OH",,,,,,28,26,7,26.9%,2,,,28,28,,
Slovenia,USA,"WASHINGTON, DC",,,,,,83,81,13,16.0%,1,1,1.2%,83,82,1,1.2%
Spain,AFGHANISTAN,KABUL,,,,,,35,6,3,50.0%,24,4,11.4%,35,30,4,11.4%
Spain,ALBANIA,TIRANA,,,,,,102,91,11,12.1%,2,7,6.9%,102,93,7,6.9%
Spain,ALGERIA,ALGIERS,,,,,,"52,510","37,254","13,877",37.2%,63,"13,788",26.3%,"52,510","37,317","13,788",26.3%
Spain,ALGERIA,ORAN,,,,,,"48,613","30,646","12,385",40.4%,47,"16,156",33.2%,"48,613","30,693","16,156",33.2%
Spain,ANDORRA,ANDORRA LA VELLA,,,,,,221,223,185,83.0%,1,,,221,224,,
Spain,ANGOLA,LUANDA,,,,,,"2,253","1,377",65,4.7%,,843,37.4%,"2,253","1,377",843,37.4%
Spain,ARGENTINA,BAHIA BLANCA,,,,,,11,11,,,,,,11,11,,
Spain,ARGENTINA,BUENOS AIRES,,,,,,494,443,6,1.4%,1,45,9.1%,494,444,45,9.1%
Spain,ARGENTINA,CORDOBA,,,,,,43,43,,,,,,43,43,,
Spain,ARGENTINA,MENDOZA,,,,,,4,3,,,,1,25.0%,4,3,1,25.0%
Spain,ARGENTINA,ROSARIO (Santa Fé),,,,,,15,14,,,,,,15,14,,
Spain,AUSTRALIA,CANBERRA,,,,,,103,99,2,2.0%,,,,103,99,,
Spain,AUSTRALIA,MELBOURNE,,,,,,625,629,7,1.1%,,3,0.5%,625,629,3,0.5%
Spain,AUSTRALIA,SYDNEY,,,,,,479,480,5,1.0%,,,,479,480,,
Spain,AUSTRIA,VIENNA,,,,,,2,1,,,,,,2,1,,
Spain,BANGLADESH,DHAKA,2,2,,,,"2,576","1,585",56,3.5%,5,965,37.5%,"2,578","1,592",965,37.4%
Spain,BELGIUM,BRUSSELS,,,,,,8,6,,,,,,8,6,,
Spain,BOLIVIA,LA PAZ,,,,,,"10,814","8,694",351,4.0%,1,"2,080",19.2%,"10,814","8,695","2,080",19.2%
Spain,BOLIVIA,SANTA CRUZ DE LA SIERRA,,,,,,"8,431","6,713",707,10.5%,2,"1,301",15.4%,"8,431","6,715","1,301",15.4%
Spain,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,17,17,1,5.9%,,,,17,17,,
Spain,BRAZIL,BRASILIA,,,,,,61,54,,,,,,61,54,,
Spain,BRAZIL,PORTO ALEGRE,,,,,,23,20,1,5.0%,,2,8.7%,23,20,2,8.7%
Spain,BRAZIL,RIO DE JANEIRO,1,1,,,,107,86,1,1.2%,,16,15.0%,108,87,16,14.8%
Spain,BRAZIL,SALVADOR DE BAHIA,,,,,,11,8,5,62.5%,,1,9.1%,11,8,1,9.1%
Spain,BRAZIL,SAO PAULO,2,,,,,373,291,36,12.4%,,71,19.0%,375,291,71,18.9%
Spain,BULGARIA,SOFIA,,,,,,305,281,12,4.3%,1,16,5.2%,305,282,16,5.2%
Spain,CAMEROON,YAONDE,1,,,1,100.0%,"1,425",646,40,6.2%,5,748,52.5%,"1,426",651,749,52.5%
Spain,CANADA,MONTREAL,,,,,,519,496,11,2.2%,7,4,0.8%,519,503,4,0.8%
Spain,CANADA,OTTAWA,,,,,,187,175,10,5.7%,1,3,1.6%,187,176,3,1.6%
Spain,CANADA,TORONTO,,,,,,"1,584","1,514",,,,,,"1,584","1,514",,
Spain,CAPE VERDE,CIDADE DA PRAIA,,,,,,"1,024",689,196,28.4%,,320,31.3%,"1,024",689,320,31.3%
Spain,CHILE,SANTIAGO DE CHILE,3,3,,,,486,412,23,5.6%,,58,11.9%,489,415,58,11.9%
Spain,CHINA,BEIJING,,,,,,"85,070","84,003","1,549",1.8%,6,705,0.8%,"85,070","84,009",705,0.8%
Spain,CHINA,GUANGZHOU (CANTON),,,,,,"38,349","36,316",362,1.0%,,"1,490",3.9%,"38,349","36,316","1,490",3.9%
